speaker_id,audio_path,image_path,text_path,sex,duration,lip_image_path
0,./audios/000/2_77.wav,./images/000/2_77,./transcription/template_2/77.txt,male,7.8,./lip_images/000/2_77
0,./audios/000/2_29.wav,./images/000/2_29,./transcription/template_2/29.txt,male,3.96,./lip_images/000/2_29
0,./audios/000/2_18.wav,./images/000/2_18,./transcription/template_2/18.txt,male,4.5,./lip_images/000/2_18
0,./audios/000/2_56.wav,./images/000/2_56,./transcription/template_2/56.txt,male,6.66,./lip_images/000/2_56
0,./audios/000/2_27.wav,./images/000/2_27,./transcription/template_2/27.txt,male,3.9,./lip_images/000/2_27
0,./audios/000/2_91.wav,./images/000/2_91,./transcription/template_2/91.txt,male,10.74,./lip_images/000/2_91
0,./audios/000/2_32.wav,./images/000/2_32,./transcription/template_2/32.txt,male,4.8,./lip_images/000/2_32
0,./audios/000/2_42.wav,./images/000/2_42,./transcription/template_2/42.txt,male,5.7,./lip_images/000/2_42
0,./audios/000/2_41.wav,./images/000/2_41,./transcription/template_2/41.txt,male,5.22,./lip_images/000/2_41
0,./audios/000/2_88.wav,./images/000/2_88,./transcription/template_2/88.txt,male,10.38,./lip_images/000/2_88
0,./audios/000/2_26.wav,./images/000/2_26,./transcription/template_2/26.txt,male,4.68,./lip_images/000/2_26
0,./audios/000/2_33.wav,./images/000/2_33,./transcription/template_2/33.txt,male,4.44,./lip_images/000/2_33
0,./audios/000/2_45.wav,./images/000/2_45,./transcription/template_2/45.txt,male,4.8,./lip_images/000/2_45
0,./audios/000/2_5.wav,./images/000/2_5,./transcription/template_2/5.txt,male,4.26,./lip_images/000/2_5
0,./audios/000/2_89.wav,./images/000/2_89,./transcription/template_2/89.txt,male,10.5,./lip_images/000/2_89
0,./audios/000/2_52.wav,./images/000/2_52,./transcription/template_2/52.txt,male,6.78,./lip_images/000/2_52
0,./audios/000/2_90.wav,./images/000/2_90,./transcription/template_2/90.txt,male,9.96,./lip_images/000/2_90
0,./audios/000/2_84.wav,./images/000/2_84,./transcription/template_2/84.txt,male,9.12,./lip_images/000/2_84
0,./audios/000/2_63.wav,./images/000/2_63,./transcription/template_2/63.txt,male,8.1,./lip_images/000/2_63
0,./audios/000/2_58.wav,./images/000/2_58,./transcription/template_2/58.txt,male,7.14,./lip_images/000/2_58
0,./audios/000/2_48.wav,./images/000/2_48,./transcription/template_2/48.txt,male,3.36,./lip_images/000/2_48
0,./audios/000/2_44.wav,./images/000/2_44,./transcription/template_2/44.txt,male,6.72,./lip_images/000/2_44
0,./audios/000/2_2.wav,./images/000/2_2,./transcription/template_2/2.txt,male,5.52,./lip_images/000/2_2
0,./audios/000/2_28.wav,./images/000/2_28,./transcription/template_2/28.txt,male,4.92,./lip_images/000/2_28
0,./audios/000/2_25.wav,./images/000/2_25,./transcription/template_2/25.txt,male,4.56,./lip_images/000/2_25
0,./audios/000/2_51.wav,./images/000/2_51,./transcription/template_2/51.txt,male,5.82,./lip_images/000/2_51
0,./audios/000/2_7.wav,./images/000/2_7,./transcription/template_2/7.txt,male,4.44,./lip_images/000/2_7
0,./audios/000/2_13.wav,./images/000/2_13,./transcription/template_2/13.txt,male,4.32,./lip_images/000/2_13
0,./audios/000/2_14.wav,./images/000/2_14,./transcription/template_2/14.txt,male,3.18,./lip_images/000/2_14
0,./audios/000/2_69.wav,./images/000/2_69,./transcription/template_2/69.txt,male,7.92,./lip_images/000/2_69
0,./audios/000/2_17.wav,./images/000/2_17,./transcription/template_2/17.txt,male,4.98,./lip_images/000/2_17
0,./audios/000/2_74.wav,./images/000/2_74,./transcription/template_2/74.txt,male,7.92,./lip_images/000/2_74
0,./audios/000/2_85.wav,./images/000/2_85,./transcription/template_2/85.txt,male,9.84,./lip_images/000/2_85
0,./audios/000/2_12.wav,./images/000/2_12,./transcription/template_2/12.txt,male,3.36,./lip_images/000/2_12
0,./audios/000/2_9.wav,./images/000/2_9,./transcription/template_2/9.txt,male,3.12,./lip_images/000/2_9
0,./audios/000/2_79.wav,./images/000/2_79,./transcription/template_2/79.txt,male,9.54,./lip_images/000/2_79
0,./audios/000/2_22.wav,./images/000/2_22,./transcription/template_2/22.txt,male,3.66,./lip_images/000/2_22
0,./audios/000/2_19.wav,./images/000/2_19,./transcription/template_2/19.txt,male,3.96,./lip_images/000/2_19
0,./audios/000/2_96.wav,./images/000/2_96,./transcription/template_2/96.txt,male,11.88,./lip_images/000/2_96
0,./audios/000/2_49.wav,./images/000/2_49,./transcription/template_2/49.txt,male,6.18,./lip_images/000/2_49
0,./audios/000/2_92.wav,./images/000/2_92,./transcription/template_2/92.txt,male,9.72,./lip_images/000/2_92
0,./audios/000/2_62.wav,./images/000/2_62,./transcription/template_2/62.txt,male,7.8,./lip_images/000/2_62
0,./audios/000/2_68.wav,./images/000/2_68,./transcription/template_2/68.txt,male,8.4,./lip_images/000/2_68
0,./audios/000/2_23.wav,./images/000/2_23,./transcription/template_2/23.txt,male,3.6,./lip_images/000/2_23
0,./audios/000/2_80.wav,./images/000/2_80,./transcription/template_2/80.txt,male,9.48,./lip_images/000/2_80
0,./audios/000/2_10.wav,./images/000/2_10,./transcription/template_2/10.txt,male,3.42,./lip_images/000/2_10
0,./audios/000/2_16.wav,./images/000/2_16,./transcription/template_2/16.txt,male,4.2,./lip_images/000/2_16
0,./audios/000/2_75.wav,./images/000/2_75,./transcription/template_2/75.txt,male,9.48,./lip_images/000/2_75
0,./audios/000/2_71.wav,./images/000/2_71,./transcription/template_2/71.txt,male,7.92,./lip_images/000/2_71
0,./audios/000/2_70.wav,./images/000/2_70,./transcription/template_2/70.txt,male,8.1,./lip_images/000/2_70
0,./audios/000/2_24.wav,./images/000/2_24,./transcription/template_2/24.txt,male,4.5,./lip_images/000/2_24
0,./audios/000/2_98.wav,./images/000/2_98,./transcription/template_2/98.txt,male,10.2,./lip_images/000/2_98
0,./audios/000/2_60.wav,./images/000/2_60,./transcription/template_2/60.txt,male,7.62,./lip_images/000/2_60
0,./audios/000/2_30.wav,./images/000/2_30,./transcription/template_2/30.txt,male,5.94,./lip_images/000/2_30
0,./audios/000/2_93.wav,./images/000/2_93,./transcription/template_2/93.txt,male,10.14,./lip_images/000/2_93
0,./audios/000/2_34.wav,./images/000/2_34,./transcription/template_2/34.txt,male,4.62,./lip_images/000/2_34
0,./audios/000/2_21.wav,./images/000/2_21,./transcription/template_2/21.txt,male,2.52,./lip_images/000/2_21
0,./audios/000/2_38.wav,./images/000/2_38,./transcription/template_2/38.txt,male,4.2,./lip_images/000/2_38
0,./audios/000/2_36.wav,./images/000/2_36,./transcription/template_2/36.txt,male,5.7,./lip_images/000/2_36
0,./audios/000/2_3.wav,./images/000/2_3,./transcription/template_2/3.txt,male,3.72,./lip_images/000/2_3
0,./audios/000/2_83.wav,./images/000/2_83,./transcription/template_2/83.txt,male,9.48,./lip_images/000/2_83
0,./audios/000/2_35.wav,./images/000/2_35,./transcription/template_2/35.txt,male,4.2,./lip_images/000/2_35
0,./audios/000/2_65.wav,./images/000/2_65,./transcription/template_2/65.txt,male,7.92,./lip_images/000/2_65
0,./audios/000/2_57.wav,./images/000/2_57,./transcription/template_2/57.txt,male,8.46,./lip_images/000/2_57
0,./audios/000/2_87.wav,./images/000/2_87,./transcription/template_2/87.txt,male,10.26,./lip_images/000/2_87
0,./audios/000/2_59.wav,./images/000/2_59,./transcription/template_2/59.txt,male,7.44,./lip_images/000/2_59
0,./audios/000/2_8.wav,./images/000/2_8,./transcription/template_2/8.txt,male,3.9,./lip_images/000/2_8
0,./audios/000/2_94.wav,./images/000/2_94,./transcription/template_2/94.txt,male,9.78,./lip_images/000/2_94
0,./audios/000/2_1.wav,./images/000/2_1,./transcription/template_2/1.txt,male,3.54,./lip_images/000/2_1
1,./audios/001/2_46.wav,./images/001/2_46,./transcription/template_2/46.txt,female,3.66,./lip_images/001/2_46
1,./audios/001/2_49.wav,./images/001/2_49,./transcription/template_2/49.txt,female,3.06,./lip_images/001/2_49
1,./audios/001/2_29.wav,./images/001/2_29,./transcription/template_2/29.txt,female,7.74,./lip_images/001/2_29
1,./audios/001/2_19.wav,./images/001/2_19,./transcription/template_2/19.txt,female,5.04,./lip_images/001/2_19
1,./audios/001/2_16.wav,./images/001/2_16,./transcription/template_2/16.txt,female,3.06,./lip_images/001/2_16
1,./audios/001/2_62.wav,./images/001/2_62,./transcription/template_2/62.txt,female,7.62,./lip_images/001/2_62
1,./audios/001/2_39.wav,./images/001/2_39,./transcription/template_2/39.txt,female,4.56,./lip_images/001/2_39
1,./audios/001/2_61.wav,./images/001/2_61,./transcription/template_2/61.txt,female,5.22,./lip_images/001/2_61
1,./audios/001/2_53.wav,./images/001/2_53,./transcription/template_2/53.txt,female,5.46,./lip_images/001/2_53
1,./audios/001/2_85.wav,./images/001/2_85,./transcription/template_2/85.txt,female,3.78,./lip_images/001/2_85
1,./audios/001/2_18.wav,./images/001/2_18,./transcription/template_2/18.txt,female,3.24,./lip_images/001/2_18
1,./audios/001/2_48.wav,./images/001/2_48,./transcription/template_2/48.txt,female,3.18,./lip_images/001/2_48
1,./audios/001/2_2.wav,./images/001/2_2,./transcription/template_2/2.txt,female,4.8,./lip_images/001/2_2
1,./audios/001/2_94.wav,./images/001/2_94,./transcription/template_2/94.txt,female,4.38,./lip_images/001/2_94
1,./audios/001/2_72.wav,./images/001/2_72,./transcription/template_2/72.txt,female,7.38,./lip_images/001/2_72
1,./audios/001/2_55.wav,./images/001/2_55,./transcription/template_2/55.txt,female,2.82,./lip_images/001/2_55
1,./audios/001/2_17.wav,./images/001/2_17,./transcription/template_2/17.txt,female,4.98,./lip_images/001/2_17
1,./audios/001/2_80.wav,./images/001/2_80,./transcription/template_2/80.txt,female,8.22,./lip_images/001/2_80
1,./audios/001/2_75.wav,./images/001/2_75,./transcription/template_2/75.txt,female,6.6,./lip_images/001/2_75
1,./audios/001/2_87.wav,./images/001/2_87,./transcription/template_2/87.txt,female,5.22,./lip_images/001/2_87
1,./audios/001/2_64.wav,./images/001/2_64,./transcription/template_2/64.txt,female,5.28,./lip_images/001/2_64
1,./audios/001/2_57.wav,./images/001/2_57,./transcription/template_2/57.txt,female,3.96,./lip_images/001/2_57
1,./audios/001/2_31.wav,./images/001/2_31,./transcription/template_2/31.txt,female,3.12,./lip_images/001/2_31
1,./audios/001/2_24.wav,./images/001/2_24,./transcription/template_2/24.txt,female,3.72,./lip_images/001/2_24
1,./audios/001/2_26.wav,./images/001/2_26,./transcription/template_2/26.txt,female,2.28,./lip_images/001/2_26
1,./audios/001/2_40.wav,./images/001/2_40,./transcription/template_2/40.txt,female,4.92,./lip_images/001/2_40
1,./audios/001/2_34.wav,./images/001/2_34,./transcription/template_2/34.txt,female,3.66,./lip_images/001/2_34
1,./audios/001/2_84.wav,./images/001/2_84,./transcription/template_2/84.txt,female,3.54,./lip_images/001/2_84
1,./audios/001/2_21.wav,./images/001/2_21,./transcription/template_2/21.txt,female,4.32,./lip_images/001/2_21
1,./audios/001/2_4.wav,./images/001/2_4,./transcription/template_2/4.txt,female,4.86,./lip_images/001/2_4
1,./audios/001/2_67.wav,./images/001/2_67,./transcription/template_2/67.txt,female,6.48,./lip_images/001/2_67
1,./audios/001/2_56.wav,./images/001/2_56,./transcription/template_2/56.txt,female,4.68,./lip_images/001/2_56
1,./audios/001/2_38.wav,./images/001/2_38,./transcription/template_2/38.txt,female,4.86,./lip_images/001/2_38
1,./audios/001/2_44.wav,./images/001/2_44,./transcription/template_2/44.txt,female,3.42,./lip_images/001/2_44
1,./audios/001/2_58.wav,./images/001/2_58,./transcription/template_2/58.txt,female,4.32,./lip_images/001/2_58
1,./audios/001/2_52.wav,./images/001/2_52,./transcription/template_2/52.txt,female,3.24,./lip_images/001/2_52
1,./audios/001/2_76.wav,./images/001/2_76,./transcription/template_2/76.txt,female,7.74,./lip_images/001/2_76
1,./audios/001/2_54.wav,./images/001/2_54,./transcription/template_2/54.txt,female,6.24,./lip_images/001/2_54
1,./audios/001/2_7.wav,./images/001/2_7,./transcription/template_2/7.txt,female,4.14,./lip_images/001/2_7
1,./audios/001/2_86.wav,./images/001/2_86,./transcription/template_2/86.txt,female,2.88,./lip_images/001/2_86
1,./audios/001/2_27.wav,./images/001/2_27,./transcription/template_2/27.txt,female,3.54,./lip_images/001/2_27
1,./audios/001/2_78.wav,./images/001/2_78,./transcription/template_2/78.txt,female,6.66,./lip_images/001/2_78
1,./audios/001/2_10.wav,./images/001/2_10,./transcription/template_2/10.txt,female,4.8,./lip_images/001/2_10
1,./audios/001/2_14.wav,./images/001/2_14,./transcription/template_2/14.txt,female,3.54,./lip_images/001/2_14
1,./audios/001/2_5.wav,./images/001/2_5,./transcription/template_2/5.txt,female,5.28,./lip_images/001/2_5
1,./audios/001/2_25.wav,./images/001/2_25,./transcription/template_2/25.txt,female,4.02,./lip_images/001/2_25
1,./audios/001/2_66.wav,./images/001/2_66,./transcription/template_2/66.txt,female,5.64,./lip_images/001/2_66
1,./audios/001/2_59.wav,./images/001/2_59,./transcription/template_2/59.txt,female,4.08,./lip_images/001/2_59
1,./audios/001/2_98.wav,./images/001/2_98,./transcription/template_2/98.txt,female,4.2,./lip_images/001/2_98
1,./audios/001/2_91.wav,./images/001/2_91,./transcription/template_2/91.txt,female,3.9,./lip_images/001/2_91
1,./audios/001/2_41.wav,./images/001/2_41,./transcription/template_2/41.txt,female,3.96,./lip_images/001/2_41
1,./audios/001/2_69.wav,./images/001/2_69,./transcription/template_2/69.txt,female,5.58,./lip_images/001/2_69
1,./audios/001/2_92.wav,./images/001/2_92,./transcription/template_2/92.txt,female,3.48,./lip_images/001/2_92
1,./audios/001/2_71.wav,./images/001/2_71,./transcription/template_2/71.txt,female,7.92,./lip_images/001/2_71
1,./audios/001/2_20.wav,./images/001/2_20,./transcription/template_2/20.txt,female,3.6,./lip_images/001/2_20
1,./audios/001/2_8.wav,./images/001/2_8,./transcription/template_2/8.txt,female,6.3,./lip_images/001/2_8
1,./audios/001/2_11.wav,./images/001/2_11,./transcription/template_2/11.txt,female,5.64,./lip_images/001/2_11
1,./audios/001/2_63.wav,./images/001/2_63,./transcription/template_2/63.txt,female,5.76,./lip_images/001/2_63
1,./audios/001/2_30.wav,./images/001/2_30,./transcription/template_2/30.txt,female,3.3,./lip_images/001/2_30
1,./audios/001/2_32.wav,./images/001/2_32,./transcription/template_2/32.txt,female,4.08,./lip_images/001/2_32
1,./audios/001/2_28.wav,./images/001/2_28,./transcription/template_2/28.txt,female,3.78,./lip_images/001/2_28
1,./audios/001/2_6.wav,./images/001/2_6,./transcription/template_2/6.txt,female,4.44,./lip_images/001/2_6
1,./audios/001/2_70.wav,./images/001/2_70,./transcription/template_2/70.txt,female,5.58,./lip_images/001/2_70
1,./audios/001/2_9.wav,./images/001/2_9,./transcription/template_2/9.txt,female,4.14,./lip_images/001/2_9
1,./audios/001/2_65.wav,./images/001/2_65,./transcription/template_2/65.txt,female,5.4,./lip_images/001/2_65
1,./audios/001/2_3.wav,./images/001/2_3,./transcription/template_2/3.txt,female,3.06,./lip_images/001/2_3
1,./audios/001/2_23.wav,./images/001/2_23,./transcription/template_2/23.txt,female,4.68,./lip_images/001/2_23
1,./audios/001/2_45.wav,./images/001/2_45,./transcription/template_2/45.txt,female,3.48,./lip_images/001/2_45
1,./audios/001/2_73.wav,./images/001/2_73,./transcription/template_2/73.txt,female,8.58,./lip_images/001/2_73
1,./audios/001/2_35.wav,./images/001/2_35,./transcription/template_2/35.txt,female,3.72,./lip_images/001/2_35
1,./audios/001/2_51.wav,./images/001/2_51,./transcription/template_2/51.txt,female,5.28,./lip_images/001/2_51
1,./audios/001/2_42.wav,./images/001/2_42,./transcription/template_2/42.txt,female,5.1,./lip_images/001/2_42
1,./audios/001/2_43.wav,./images/001/2_43,./transcription/template_2/43.txt,female,3.66,./lip_images/001/2_43
1,./audios/001/2_12.wav,./images/001/2_12,./transcription/template_2/12.txt,female,4.86,./lip_images/001/2_12
1,./audios/001/2_50.wav,./images/001/2_50,./transcription/template_2/50.txt,female,4.56,./lip_images/001/2_50
1,./audios/001/2_88.wav,./images/001/2_88,./transcription/template_2/88.txt,female,4.26,./lip_images/001/2_88
1,./audios/001/2_13.wav,./images/001/2_13,./transcription/template_2/13.txt,female,3.84,./lip_images/001/2_13
1,./audios/001/2_74.wav,./images/001/2_74,./transcription/template_2/74.txt,female,6.9,./lip_images/001/2_74
1,./audios/001/2_97.wav,./images/001/2_97,./transcription/template_2/97.txt,female,5.46,./lip_images/001/2_97
1,./audios/001/2_15.wav,./images/001/2_15,./transcription/template_2/15.txt,female,4.2,./lip_images/001/2_15
1,./audios/001/2_96.wav,./images/001/2_96,./transcription/template_2/96.txt,female,3.84,./lip_images/001/2_96
1,./audios/001/2_83.wav,./images/001/2_83,./transcription/template_2/83.txt,female,4.44,./lip_images/001/2_83
1,./audios/001/2_79.wav,./images/001/2_79,./transcription/template_2/79.txt,female,4.2,./lip_images/001/2_79
1,./audios/001/2_47.wav,./images/001/2_47,./transcription/template_2/47.txt,female,4.74,./lip_images/001/2_47
1,./audios/001/2_0.wav,./images/001/2_0,./transcription/template_2/0.txt,female,4.32,./lip_images/001/2_0
1,./audios/001/2_81.wav,./images/001/2_81,./transcription/template_2/81.txt,female,4.44,./lip_images/001/2_81
1,./audios/001/2_77.wav,./images/001/2_77,./transcription/template_2/77.txt,female,6.96,./lip_images/001/2_77
1,./audios/001/2_36.wav,./images/001/2_36,./transcription/template_2/36.txt,female,4.08,./lip_images/001/2_36
1,./audios/001/2_33.wav,./images/001/2_33,./transcription/template_2/33.txt,female,2.82,./lip_images/001/2_33
1,./audios/001/2_82.wav,./images/001/2_82,./transcription/template_2/82.txt,female,4.68,./lip_images/001/2_82
1,./audios/001/2_99.wav,./images/001/2_99,./transcription/template_2/99.txt,female,4.56,./lip_images/001/2_99
1,./audios/001/2_90.wav,./images/001/2_90,./transcription/template_2/90.txt,female,3.6,./lip_images/001/2_90
1,./audios/001/2_68.wav,./images/001/2_68,./transcription/template_2/68.txt,female,5.28,./lip_images/001/2_68
1,./audios/001/2_95.wav,./images/001/2_95,./transcription/template_2/95.txt,female,4.86,./lip_images/001/2_95
1,./audios/001/2_1.wav,./images/001/2_1,./transcription/template_2/1.txt,female,3.6,./lip_images/001/2_1
1,./audios/001/2_89.wav,./images/001/2_89,./transcription/template_2/89.txt,female,5.76,./lip_images/001/2_89
1,./audios/001/2_22.wav,./images/001/2_22,./transcription/template_2/22.txt,female,3.96,./lip_images/001/2_22
1,./audios/001/2_37.wav,./images/001/2_37,./transcription/template_2/37.txt,female,3.78,./lip_images/001/2_37
1,./audios/001/2_93.wav,./images/001/2_93,./transcription/template_2/93.txt,female,4.26,./lip_images/001/2_93
1,./audios/001/2_60.wav,./images/001/2_60,./transcription/template_2/60.txt,female,4.26,./lip_images/001/2_60
2,./audios/002/1_4.wav,./images/002/1_4,./transcription/template_1/4.txt,female,4.44,./lip_images/002/1_4
2,./audios/002/1_54.wav,./images/002/1_54,./transcription/template_1/54.txt,female,2.22,./lip_images/002/1_54
2,./audios/002/1_39.wav,./images/002/1_39,./transcription/template_1/39.txt,female,3.42,./lip_images/002/1_39
2,./audios/002/1_66.wav,./images/002/1_66,./transcription/template_1/66.txt,female,4.5,./lip_images/002/1_66
2,./audios/002/1_81.wav,./images/002/1_81,./transcription/template_1/81.txt,female,3.36,./lip_images/002/1_81
2,./audios/002/1_43.wav,./images/002/1_43,./transcription/template_1/43.txt,female,2.28,./lip_images/002/1_43
2,./audios/002/1_53.wav,./images/002/1_53,./transcription/template_1/53.txt,female,2.76,./lip_images/002/1_53
2,./audios/002/1_95.wav,./images/002/1_95,./transcription/template_1/95.txt,female,3.36,./lip_images/002/1_95
2,./audios/002/1_64.wav,./images/002/1_64,./transcription/template_1/64.txt,female,4.02,./lip_images/002/1_64
2,./audios/002/1_78.wav,./images/002/1_78,./transcription/template_1/78.txt,female,2.1,./lip_images/002/1_78
2,./audios/002/1_73.wav,./images/002/1_73,./transcription/template_1/73.txt,female,4.2,./lip_images/002/1_73
2,./audios/002/1_47.wav,./images/002/1_47,./transcription/template_1/47.txt,female,4.02,./lip_images/002/1_47
2,./audios/002/1_0.wav,./images/002/1_0,./transcription/template_1/0.txt,female,4.2,./lip_images/002/1_0
2,./audios/002/1_99.wav,./images/002/1_99,./transcription/template_1/99.txt,female,4.08,./lip_images/002/1_99
2,./audios/002/1_37.wav,./images/002/1_37,./transcription/template_1/37.txt,female,3.12,./lip_images/002/1_37
2,./audios/002/1_46.wav,./images/002/1_46,./transcription/template_1/46.txt,female,2.64,./lip_images/002/1_46
2,./audios/002/1_55.wav,./images/002/1_55,./transcription/template_1/55.txt,female,3.6,./lip_images/002/1_55
2,./audios/002/1_50.wav,./images/002/1_50,./transcription/template_1/50.txt,female,3.78,./lip_images/002/1_50
2,./audios/002/1_61.wav,./images/002/1_61,./transcription/template_1/61.txt,female,3.0,./lip_images/002/1_61
2,./audios/002/1_82.wav,./images/002/1_82,./transcription/template_1/82.txt,female,3.36,./lip_images/002/1_82
2,./audios/002/1_67.wav,./images/002/1_67,./transcription/template_1/67.txt,female,3.48,./lip_images/002/1_67
2,./audios/002/1_72.wav,./images/002/1_72,./transcription/template_1/72.txt,female,3.66,./lip_images/002/1_72
2,./audios/002/1_76.wav,./images/002/1_76,./transcription/template_1/76.txt,female,3.48,./lip_images/002/1_76
2,./audios/002/1_31.wav,./images/002/1_31,./transcription/template_1/31.txt,female,3.9,./lip_images/002/1_31
2,./audios/002/1_97.wav,./images/002/1_97,./transcription/template_1/97.txt,female,2.82,./lip_images/002/1_97
2,./audios/002/1_6.wav,./images/002/1_6,./transcription/template_1/6.txt,female,3.3,./lip_images/002/1_6
2,./audios/002/1_40.wav,./images/002/1_40,./transcription/template_1/40.txt,female,4.68,./lip_images/002/1_40
2,./audios/002/1_20.wav,./images/002/1_20,./transcription/template_1/20.txt,female,4.74,./lip_images/002/1_20
2,./audios/002/1_15.wav,./images/002/1_15,./transcription/template_1/15.txt,female,4.08,./lip_images/002/1_15
2,./audios/002/1_11.wav,./images/002/1_11,./transcription/template_1/11.txt,female,1.8,./lip_images/002/1_11
2,./audios/002/1_86.wav,./images/002/1_86,./transcription/template_1/86.txt,female,3.36,./lip_images/002/1_86
2,./audios/002/1_77.wav,./images/002/1_77,./transcription/template_1/77.txt,female,3.06,./lip_images/002/1_77
2,./audios/002/1_29.wav,./images/002/1_29,./transcription/template_1/29.txt,female,3.0,./lip_images/002/1_29
2,./audios/002/1_18.wav,./images/002/1_18,./transcription/template_1/18.txt,female,4.26,./lip_images/002/1_18
2,./audios/002/1_56.wav,./images/002/1_56,./transcription/template_1/56.txt,female,3.36,./lip_images/002/1_56
2,./audios/002/1_27.wav,./images/002/1_27,./transcription/template_1/27.txt,female,3.84,./lip_images/002/1_27
2,./audios/002/1_91.wav,./images/002/1_91,./transcription/template_1/91.txt,female,3.72,./lip_images/002/1_91
2,./audios/002/1_32.wav,./images/002/1_32,./transcription/template_1/32.txt,female,3.06,./lip_images/002/1_32
2,./audios/002/1_42.wav,./images/002/1_42,./transcription/template_1/42.txt,female,3.48,./lip_images/002/1_42
2,./audios/002/1_41.wav,./images/002/1_41,./transcription/template_1/41.txt,female,2.64,./lip_images/002/1_41
2,./audios/002/1_88.wav,./images/002/1_88,./transcription/template_1/88.txt,female,3.96,./lip_images/002/1_88
2,./audios/002/1_26.wav,./images/002/1_26,./transcription/template_1/26.txt,female,4.02,./lip_images/002/1_26
2,./audios/002/1_33.wav,./images/002/1_33,./transcription/template_1/33.txt,female,2.82,./lip_images/002/1_33
2,./audios/002/1_45.wav,./images/002/1_45,./transcription/template_1/45.txt,female,2.28,./lip_images/002/1_45
2,./audios/002/1_5.wav,./images/002/1_5,./transcription/template_1/5.txt,female,4.56,./lip_images/002/1_5
2,./audios/002/1_89.wav,./images/002/1_89,./transcription/template_1/89.txt,female,3.66,./lip_images/002/1_89
2,./audios/002/1_52.wav,./images/002/1_52,./transcription/template_1/52.txt,female,4.32,./lip_images/002/1_52
2,./audios/002/1_90.wav,./images/002/1_90,./transcription/template_1/90.txt,female,3.6,./lip_images/002/1_90
